COUNTY,CENTER,PHONE,AGES,CAPACITY,CITY,ADDR1,ADDR2,ZIP,Full Address,lon,lat
Middlesex,Above and Beyond Child Care,732-545-5437,0 to 6,88,Highland Park,201 South Third Avenue,,8904,"201 South Third Avenue,Highland Park, NJ 8904",NA,NA
Bergen,Little Ivy Learning Center,201-444-0048,0 to 13,99,Ridgewood,660 East Glen Avenue,,7450,"660 East Glen Avenue,Ridgewood, NJ 7450",NA,NA
Cumberland,ABC Learning Academy,856-457-5514,0 to 13,120,Vineland,321 W. Grape Street,,8360,"321 W. Grape Street,Vineland, NJ 8360",NA,NA
Atlantic,Epiphany Montessori PreSchool,609-822-0285,0 to 6,28,Ventnor,21 Troy Avenue,,8406,"21 Troy Avenue,Ventnor, NJ 8406",NA,NA
Middlesex,Bright Horizons Child Dev. Ctr. for Bristol-Myers Squibb-New,732-545-0201,0 to 13,140,North Brunswick,55 Fidelity Plaza,,8902,"55 Fidelity Plaza,North Brunswick, NJ 8902",NA,NA
Union,Roselle Day Care Center First Presbyterian Church,908-241-8787,0 to 6,82,Roselle,111 W Fifth Avenue,,7203,"111 W Fifth Avenue,Roselle, NJ 7203",NA,NA
Middlesex,The Sapling School,732-297-8400,0 to 13,180,Kendall Park,3080 Route 27,,8824,"3080 Route 27,Kendall Park, NJ 8824",NA,NA
Atlantic,Beginners First Academy,609-829-2292,0 to 13,63,Weymouth,1201 Boulevard Rt. 50,,8330,"1201 Boulevard Rt. 50,Weymouth, NJ 8330",NA,NA
Passaic,Milestones Child Care Academy,973-310-3875,0 to 6,79,North Haledon,885 Belmont Avenue,,7508,"885 Belmont Avenue,North Haledon, NJ 7508",NA,NA
Ocean,A Shining Star Academy LLC,732-270-2722,0 to 13,30,Toms River,932 Fischer Blvd Unit 4,,8753,"932 Fischer Blvd Unit 4,Toms River, NJ 8753",NA,NA
Somerset,Stellar Academy Of Hillsborough,908-252-1166,0 to 13,260,Hillsborough,51 US Highway 206,,8807,"51 US Highway 206,Hillsborough, NJ 8807",NA,NA
Essex,"The Leaguers, Inc. Head Start Program",973-242-7737,0 to 6,285,Newark,405-425 University Avenue,,7102,"405-425 University Avenue,Newark, NJ 7102",NA,NA
Hudson,Le Petit Jardin,201-348-2754,0 to 6,32,Union City,2400 Kerrigan Ave,,7087,"2400 Kerrigan Ave,Union City, NJ 7087",NA,NA
Warren,Amie and Dean Investments LLCdbaThe Lrng.Experience,908-850-1222,0 to 13,173,Hackettstown,1885 Route 57,Suite 10,7840,"1885 Route 57,Hackettstown, NJ 7840",NA,NA
Camden,Kiddie Junction LLC d/b/a Kiddie Junction Childcare and Pres,856-662-0789,0 to 13,60,Pennsauken,8992 Collins Ave,,8110,"8992 Collins Ave,Pennsauken, NJ 8110",NA,NA
Cumberland,Gibson's Kidstown Childcare LLC,856-506-8092,0 to 6,60,Port Elizabeth,135-137 Port Elizabeth-Cumberl,,8348,"135-137 Port Elizabeth-Cumberl,Port Elizabeth, NJ 8348",NA,NA
Essex,Zadie's of the Oranges,973-395-5100,0 to 13,193,East Orange,141 South Harrison Street,,7018,"141 South Harrison Street,East Orange, NJ 7018",NA,NA
Essex,D.B.A. Concern Mom Soar on Eagle Wings,973-371-5673,0 to 13,34,Irvington,907 Chancellor Avenue,,7111,"907 Chancellor Avenue,Irvington, NJ 7111",NA,NA
Bergen,Little Stars Day Care Center,201-807-1111,0 to 13,60,Ridgefield Park,77 Park Street,,7660,"77 Park Street,Ridgefield Park, NJ 7660",NA,NA
Essex,Eagles Development Center,862-520-1150,0 to 13,30,East Orange,194 Sanford Street,,7018,"194 Sanford Street,East Orange, NJ 7018",NA,NA
Ocean,Stepping Stone Preschool and Childcare,732-920-5226,0 to 13,45,Brick,211 Drum Point Road,,8723,"211 Drum Point Road,Brick, NJ 8723",NA,NA
Bergen,The Learning Experience,201-664-6414,0 to 6,174,Rivervale,688 Westwood Avenue,,7675,"688 Westwood Avenue,Rivervale, NJ 7675",NA,NA
Burlington,On the Wings of Love Christian Academy,609-447-0623,0 to 13,42,Florence,24 West 2nd Street,,8518,"24 West 2nd Street,Florence, NJ 8518",NA,NA
Camden,Camden Kids Academy,856-966-7000,0 to 13,300,Camden,1459 Haddon Avenue,,8103,"1459 Haddon Avenue,Camden, NJ 8103",NA,NA
Somerset,Creme De La Creme,908-566-9718,0 to 13,300,Bridgewater,794 Route 202,,8807,"794 Route 202,Bridgewater, NJ 8807",NA,NA
Hudson,The Infant Center,201-451-4321,0 to 6,30,Jersey City,429 Martin Luther King Drive,,7305,"429 Martin Luther King Drive,Jersey City, NJ 7305",NA,NA
Atlantic,Discovery Learning Center,609-909-1062,0 to 13,105,Mays Landing,5100 Harding Highway,,8330,"5100 Harding Highway,Mays Landing, NJ 8330",NA,NA
Essex,One Step Ahead Learning Center,973-677-1614,0 to 13,120,East Orange,57 Prospect Street,,7017,"57 Prospect Street,East Orange, NJ 7017",NA,NA
Bergen,Kidz University II,973-458-1234,0 to 13,150,Garfield,92 Monroe Street,,7026,"92 Monroe Street,Garfield, NJ 7026",NA,NA
Camden,Kid Academy Learning Center,856-486-1320,0 to 13,75,Cherry Hill,2301 Route 70 West,,8002,"2301 Route 70 West,Cherry Hill, NJ 8002",NA,NA
Essex,Foundations Prep School,973-900-0600,0 to 13,116,Bloomfield,1350 Broad Street,,7003,"1350 Broad Street,Bloomfield, NJ 7003",NA,NA
Ocean,The Learning Experience,609-978-2900,0 to 13,155,Manahawkin,1600 Route 72 West,,8050,"1600 Route 72 West,Manahawkin, NJ 8050",NA,NA
Ocean,"Bright Start Nursery School, Too",609-597-8888,0 to 13,56,Stafford Township,333 Haywood Road,,8050,"333 Haywood Road,Stafford Township, NJ 8050",NA,NA
Passaic,OMNI Two Dayschool,973-728-2232,0 to 13,26,Wanaque,559 Ringwood Avenue,,7465,"559 Ringwood Avenue,Wanaque, NJ 7465",NA,NA
Hudson,"The Hoboken Children's Academy II, inc.",201-710-5981,0 to 6,35,Hoboken,1131 Washington Street,,7030,"1131 Washington Street,Hoboken, NJ 7030",NA,NA
Essex,New Hope Development Child Care Center,973-622-2051,0 to 13,60,Newark,49-12th Avenue #4903,,7103,"49-12th Avenue #4903,Newark, NJ 7103",NA,NA
Cumberland,Greater Deliverance Learning Center,856-794-4844,0 to 13,110,Vineland,2106 W. Landis Avenue,,8360,"2106 W. Landis Avenue,Vineland, NJ 8360",NA,NA
Essex,Totri Child Care,973-216-3257,0 to 6,36,South Orange,465 Valley Street,,7079,"465 Valley Street,South Orange, NJ 7079",NA,NA
Morris,Suburban Hills School,908-879-4140,0 to 6,150,Chester,41 Oakdale Road,,7930,"41 Oakdale Road,Chester, NJ 7930",NA,NA
Burlington,The Malvern School of Medford,609-654-4500,0 to 13,156,Medford,5 Eayrestown Road,,8055,"5 Eayrestown Road,Medford, NJ 8055",NA,NA
Bergen,IntelliChild Academy of Palisades Park,201-944-3080,0 to 13,53,Palisades Park,534 10th Street,,7650,"534 10th Street,Palisades Park, NJ 7650",NA,NA
Middlesex,The Dow Jones Family Center,609-520-7501,0 to 13,174,Monmouth Junction,890 Ridge Road,,8852,"890 Ridge Road,Monmouth Junction, NJ 8852",NA,NA
Monmouth,Meridian Early Childhood Education Center at JSUMC,732-776-4400,0 to 13,227,Neptune,89 Davis Avenue,,7753,"89 Davis Avenue,Neptune, NJ 7753",NA,NA
Bergen,Bright Beginners Academy 2,201-998-7357,0 to 13,60,North Arlington,4 Ridge Road,,7031,"4 Ridge Road,North Arlington, NJ 7031",NA,NA
Essex,Rosa's Day Care,973-951-7133,0 to 13,30,Newark,393 Roseville Avenue,,7107,"393 Roseville Avenue,Newark, NJ 7107",NA,NA
Morris,The Learning Experience,973-887-1008,0 to 13,151,Whippany,1 Papermill Drive,,7981,"1 Papermill Drive,Whippany, NJ 7981",NA,NA
Bergen,The Learning Experience,201-445-6901,0 to 13,255,Waldwick,132 Hopper Avenue,,7463,"132 Hopper Avenue,Waldwick, NJ 7463",NA,NA
Middlesex,I Can Kids Child Care and Learning Center,732-662-9381,0 to 13,90,Edison,806 Route 1 North,,8817,"806 Route 1 North,Edison, NJ 8817",NA,NA
Cumberland,Bethel Learning Center,856-327-9092,0 to 13,63,Millville,113 South 5th Street,,8332,"113 South 5th Street,Millville, NJ 8332",NA,NA
Mercer,Stepping Stones Learning Institute,609-396-3045,0 to 13,30,Trenton,118 1/2 Swan Street,,8611,"118 1/2 Swan Street,Trenton, NJ 8611",NA,NA
Passaic,Monarch Montessori School,973-928-3605,0 to 13,119,Little Falls,2 Newark Pompton Turnpike,,7424,"2 Newark Pompton Turnpike,Little Falls, NJ 7424",NA,NA
Middlesex,Acelero Learning Middlesex County - Second Street,732-826-7530,0 to 13,228,Perth Amboy,132 Second Street,,8861,"132 Second Street,Perth Amboy, NJ 8861",NA,NA
Monmouth,The Learning Experience,732-556-0009,0 to 13,165,Wall,3300 Highway 138,,7719,"3300 Highway 138,Wall, NJ 7719",NA,NA
Ocean,Kinder Campus,732-942-0388,0 to 13,60,Jackson,2156 W. County Line Road,,08527-2356,"2156 W. County Line Road,Jackson, NJ 08527-2356",NA,NA
Atlantic,Kidz Campus,609-385-0145,0 to 13,72,Absecon,682 White Horse Pike,,8201,"682 White Horse Pike,Absecon, NJ 8201",NA,NA
Bergen,The French Academy of Bergen County,201-338-8320,0 to 13,181,New Milford,1092 Carnation Drive,,7646,"1092 Carnation Drive,New Milford, NJ 7646",NA,NA
Morris,Drew University Acorn Academy,973-520-8889,0 to 6,115,Madison,24 Madison Ave,,7940,"24 Madison Ave,Madison, NJ 7940",NA,NA
Hunterdon,Miss Janet's Sunshine Schoolhouse,908-735-7979,0 to 13,55,Lebanon,1234 Route 31,,8833,"1234 Route 31,Lebanon, NJ 8833",NA,NA
Middlesex,The Harmony School at Princeton Forrestal Village,609-799-4411,0 to 13,152,Plainsboro,1 Merwick Road,,8540,"1 Merwick Road,Plainsboro, NJ 8540",NA,NA
Essex,Little Angels Daycare & Academy Corp.,973-368-5066,0 to 13,70,Newark,827 Clinton Avenue,,7108,"827 Clinton Avenue,Newark, NJ 7108",NA,NA
Morris,"So Big Child Development Center, LLC.",,0 to 6,122,Pompton Plains,620 Route 23 North,,7444,"620 Route 23 North,Pompton Plains, NJ 7444",NA,NA
Hudson,Early Stages Learning Center,201-360-2069,0 to 6,30,Jersey City,104 Martin Luther King Drive,,7305,"104 Martin Luther King Drive,Jersey City, NJ 7305",NA,NA
Passaic,Magical Palace of Knowledge,973-815-1500,0 to 13,180,Clifton,775 Valley Road,,7013,"775 Valley Road,Clifton, NJ 7013",NA,NA
Bergen,Itsy Bitsy Early Learning Center,201-224-4052,0 to 6,60,Fort Lee,1275 15th Street,,7024,"1275 15th Street,Fort Lee, NJ 7024",NA,NA
Passaic,"The Penta School, LLC",973-728-9400,0 to 13,59,West Milford,1441 Union Valley Road,,7480,"1441 Union Valley Road,West Milford, NJ 7480",NA,NA
Hudson,The Scandinavian School of Jersey City,201-420-6792,0 to 6,120,Jersey City,513 Manila Ave/290 9th Street,,7302,"513 Manila Ave/290 9th Street,Jersey City, NJ 7302",NA,NA
Mercer,The Learning Experience,609-799-1757,0 to 13,161,West Windsor,356 Princeton Hightstown Road,,8550,"356 Princeton Hightstown Road,West Windsor, NJ 8550",NA,NA
Burlington,Early Head Start of Browns Mills,609-261-2323,0 to 6,54,Browns Mills,405 Lakehurst Road,,8015,"405 Lakehurst Road,Browns Mills, NJ 8015",NA,NA
Mercer,Kinder World EduCare Center,609-689-9999,0 to 13,64,Hamilton,1337 Hamilton Avenue,,8629,"1337 Hamilton Avenue,Hamilton, NJ 8629",NA,NA
Morris,Little Learner Academy- Jefferson,973-663-6210,0 to 13,94,Lake Hopatcong,21 Bowling Green Parkway,,7849,"21 Bowling Green Parkway,Lake Hopatcong, NJ 7849",NA,NA
Hudson,Hudson Montessori,201-516-0700,0 to 6,106,Jersey City,10 Regent Street,,7302,"10 Regent Street,Jersey City, NJ 7302",NA,NA
Somerset,Childtime Learning Center,732-805-3960,0 to 13,150,Somerset,454 Elizabeth Ave,,8873,"454 Elizabeth Ave,Somerset, NJ 8873",NA,NA
Passaic,Whole Life Christian Academy,973-782-4899,0 to 6,52,Paterson,484 East 24th Street,,7514,"484 East 24th Street,Paterson, NJ 7514",NA,NA
Burlington,Kiddie Academy of Mount Laurel,856-439-1118,0 to 13,107,Mount Laurel,100 Birchfield Drive,,8054,"100 Birchfield Drive,Mount Laurel, NJ 8054",NA,NA
Hunterdon,Secret Garden Montessori,908-628-9639,0 to 13,45,Frenchtown,1110 Harrison Street Suite D,,8825,"1110 Harrison Street Suite D,Frenchtown, NJ 8825",NA,NA
Mercer,Divine Kidz Academy and Preschool Inc,609-393-3633,0 to 13,68,Trenton,16 Bank Street,,8618,"16 Bank Street,Trenton, NJ 8618",NA,NA
Bergen,Prime Time Early Learning Center of East Rutherford,201-355-8678,0 to 13,338,East Rutherford,20 Hackensack Street,,7073,"20 Hackensack Street,East Rutherford, NJ 7073",NA,NA
Ocean,The Learning Experience,732-606-1770,0 to 13,196,Bayville,839 Route 9,,8721,"839 Route 9,Bayville, NJ 8721",NA,NA
Camden,Little Lights Daycare,856-782-4919,0 to 13,99,Erial,2030 Erial-Clementon Road,,8081,"2030 Erial-Clementon Road,Erial, NJ 8081",NA,NA
Essex,The Learning Experience at Cedar Grove,973-837-9180,0 to 6,175,Cedar Grove,1090 Route 23 South,,7009,"1090 Route 23 South,Cedar Grove, NJ 7009",NA,NA
Monmouth,"First Five, LLC D/B/A The Goddard School",732-303-7877,0 to 13,135,Marlboro,15 School Road East,,7746,"15 School Road East,Marlboro, NJ 7746",NA,NA
Monmouth,Acelero Learning Monmouth/Middlesex County Red Bank Center H,732-842-8190,0 to 6,46,Red Bank,144 Drs. James Parker Blvd.,,7701,"144 Drs. James Parker Blvd.,Red Bank, NJ 7701",NA,NA
Essex,Beginnings Christian Preschool,973-761-7077,0 to 13,30,Maplewood,1605 Springfield Avenue,,7040,"1605 Springfield Avenue,Maplewood, NJ 7040",NA,NA
Essex,Parkside III,201-723-6358,0 to 13,87,Newark,567 Broadway,,7104,"567 Broadway,Newark, NJ 7104",NA,NA
Camden,Acelero Learning Camden/Philadephia - Grand Avenue,856-203-3904,0 to 6,261,Camden,331 Grand Avenue,,8105,"331 Grand Avenue,Camden, NJ 8105",NA,NA
Cumberland,Millville Head Start,856-327-1665,0 to 6,75,Millville,530-532 North High Street,,8332,"530-532 North High Street,Millville, NJ 8332",NA,NA
Bergen,The Valley School,201-505-9100,0 to 13,123,Park Ridge,24 Wampum Road,,7656,"24 Wampum Road,Park Ridge, NJ 7656",NA,NA
Union,"Precious Angels Daycare Center, LLC",973-318-7232,0 to 6,37,Hillside,1482 Maple Avenue,,7205,"1482 Maple Avenue,Hillside, NJ 7205",NA,NA
Essex,Creative Kids Nursery School,973-985-3386,0 to 6,22,Bloomfield,36 Broughton Avenue #1,,7003,"36 Broughton Avenue #1,Bloomfield, NJ 7003",NA,NA
Passaic,Exodus Baptist Childcare Center,862-257-3833,0 to 6,30,Paterson,176 12th Avenue,,7501,"176 12th Avenue,Paterson, NJ 7501",NA,NA
Somerset,Incredible Kids Academy,908-829-3221,0 to 13,83,Hillsborough,67 New Amwell Road,,8844,"67 New Amwell Road,Hillsborough, NJ 8844",NA,NA
Hudson,"Little Scholars Preschool and Learning Center, Inc.",201-868-1121,0 to 13,85,Guttenberg,58 - 69th Street,,7093,"58 - 69th Street,Guttenberg, NJ 7093",NA,NA
Cumberland,King's Kids Child Care Center & Preschool,856-205-0556,0 to 13,59,Vineland,427 W. Landis Avenue,,8360,"427 W. Landis Avenue,Vineland, NJ 8360",NA,NA
Salem,ABC Learning Station LLC,856-769-2345,0 to 13,49,Woodstown,50 Elm Street,,8098,"50 Elm Street,Woodstown, NJ 8098",NA,NA
Middlesex,"Vibrant Kids Child Care Center, LLC",732-246-8911,0 to 6,59,New Brunswick,594 Jersey Avenue,,8901,"594 Jersey Avenue,New Brunswick, NJ 8901",NA,NA
Gloucester,"ABC Me Grow L2, LLC",856-629-2290,0 to 13,88,Williamstown,533 Sicklerville Road,,8094,"533 Sicklerville Road,Williamstown, NJ 8094",NA,NA
Morris,"Academy For Babies & Children, LLC",862-244-4444,0 to 13,101,Succasunna,"19 Route 10 East Units 7, 8,",,7876,"19 Route 10 East Units 7, 8,,Succasunna, NJ 7876",NA,NA
Middlesex,Parents Choice Day Care,732-257-2230,0 to 13,28,Old Bridge,79 Route 516,,8857,"79 Route 516,Old Bridge, NJ 8857",NA,NA
Gloucester,"Kids of Destiny Learning Center, LLC",856-728-0057,0 to 13,30,Williamstown,1117 North Black Horse Pike,,8094,"1117 North Black Horse Pike,Williamstown, NJ 8094",NA,NA
Hudson,Adventures In Learning Day Care,201-222-3560,0 to 13,99,Hoboken,50 Harrison Street,,7030,"50 Harrison Street,Hoboken, NJ 7030",NA,NA
Burlington,The Goddard School of Westampton,609-267-8400,0 to 13,129,Westampton,881 Woodlane Road,,8060,"881 Woodlane Road,Westampton, NJ 8060",NA,NA
Monmouth,"J & C Jack, LLC DBA The Goddard School",732-886-7100,0 to 13,150,Howell,65 Kent Road,,7731,"65 Kent Road,Howell, NJ 7731",NA,NA
Sussex,Believers Learning & Day Care Center,973-714-4611,0 to 13,24,Vernon,4 Vernon Crossing,,7462,"4 Vernon Crossing,Vernon, NJ 7462",NA,NA
Essex,Building Blocks University Early Childhood Enrichment,973-744-7200,0 to 13,82,Montclair,85a Walnut Street,,7042,"85a Walnut Street,Montclair, NJ 7042",NA,NA
Somerset,The Wonder Years Academy,732-821-6188,0 to 13,159,Franklin Park,3081 Route 27,,8823,"3081 Route 27,Franklin Park, NJ 8823",NA,NA
Mercer,The Child Development Center for Bristol-Myers Squibb - Lawr,609-252-6200,0 to 13,240,Princeton,Rt. 206 And Province Line Road,,8540,"Rt. 206 And Province Line Road,Princeton, NJ 8540",NA,NA
Middlesex,The Child Development Center for Bristol-Myers Squibb - Plai,609-897-3700,0 to 13,215,Plainsboro,777 Scudders Mill Road,,8536,"777 Scudders Mill Road,Plainsboro, NJ 8536",NA,NA
Middlesex,Bright Horizons at East Brunswick,732-257-8406,0 to 13,177,East Brunswick,635 Cranbury Road,,8816,"635 Cranbury Road,East Brunswick, NJ 8816",NA,NA
Middlesex,Bright Horizons at Kendall Park,732-398-1481,0 to 13,92,Kendall Park,10 Gateway Blvd,,8824,"10 Gateway Blvd,Kendall Park, NJ 8824",NA,NA
Middlesex,Bright Horizons at Spotswood,732-251-2686,0 to 13,155,Spotswood,410 Main Street,,8884,"410 Main Street,Spotswood, NJ 8884",NA,NA
Union,The Learning Experience,908-810-5600,0 to 13,170,Union,2234 Morris Avenue,,7083,"2234 Morris Avenue,Union, NJ 7083",NA,NA
Monmouth,Centra State Early Childhood Center,732-414-3102,0 to 13,90,Freehold,901 West Main Street,,7728,"901 West Main Street,Freehold, NJ 7728",NA,NA
Warren,Bright Horizons at Lopatcong,908-387-0890,0 to 13,174,Lopatcong,424 Route 57,,8865,"424 Route 57,Lopatcong, NJ 8865",NA,NA
Hudson,Hoboken Little School,201-798-5437,0 to 13,89,Hoboken,1 Newark Street Suite 7,,7030,"1 Newark Street Suite 7,Hoboken, NJ 7030",NA,NA
Hudson,Prime Time Early Learning Center Of Hoboken,201-420-7644,0 to 13,212,Hoboken,414 Hudson Street,,7030,"414 Hudson Street,Hoboken, NJ 7030",NA,NA
Salem,Firm Foundations Private Learning Center and Preschool,856-521-0195,0 to 13,100,Elmer,431 Front Street,,8318,"431 Front Street,Elmer, NJ 8318",NA,NA
Hudson,Wiggles & Giggles,201-333-2311,0 to 13,20,Jersey City,1763 Kennedy Blvd,,7305,"1763 Kennedy Blvd,Jersey City, NJ 7305",NA,NA
Middlesex,Little Spring Montessori Academy,908-818-9668,0 to 13,120,North Brunswick,1460 Livingston Ave,"Bldg 400, 1st Fl Rear",8902,"1460 Livingston Ave,North Brunswick, NJ 8902",NA,NA
Morris,Bright Horizons at Mt. Olive,973-426-9311,0 to 13,153,Flanders,101 Route 206 South,,7836,"101 Route 206 South,Flanders, NJ 7836",NA,NA
Sussex,Oak Tree Preschool,973-729-1108,0 to 6,26,Sparta,200 Woodport Road,,7871,"200 Woodport Road,Sparta, NJ 7871",NA,NA
Burlington,Great Minds Childcare and Learning Center,609-880-9100,0 to 13,50,Willingboro,200 Sunset Road,,8046,"200 Sunset Road,Willingboro, NJ 8046",NA,NA
Burlington,Different & Wonderful Learning Center,609-871-5300,0 to 13,206,Westampton,483 Woodland Road,Suite 8,8060,"483 Woodland Road,Westampton, NJ 8060",NA,NA
Hudson,Izabella Learning Center III,201-330-1145,0 to 13,38,West New York,325-29 55th Street,,7093,"325-29 55th Street,West New York, NJ 7093",NA,NA
Hudson,Hoboken Montessori School,201-656-7300,0 to 6,62,Hoboken,158 14th Street,,7030,"158 14th Street,Hoboken, NJ 7030",NA,NA
Middlesex,Bright Horizons at Cranbury,609-655-7780,0 to 13,159,Cranbury,2557 Rt 130 South,,8512,"2557 Rt 130 South,Cranbury, NJ 8512",NA,NA
Essex,Eden's Cove Day Care Center,973-375-1423,0 to 13,35,Irvington,988 Stuyvesant Avenue,,7111,"988 Stuyvesant Avenue,Irvington, NJ 7111",NA,NA
Monmouth,Kiddie Academy of Eatontown,732-935-9400,0 to 13,174,Eatontown,105 Clinton Avenue,,7724,"105 Clinton Avenue,Eatontown, NJ 7724",NA,NA
Middlesex,Pumpkin Patch Infant Care Center,732-750-2996,0 to 2½,59,Avenel,95-97 Avenel Street,,7001,"95-97 Avenel Street,Avenel, NJ 7001",NA,NA
Ocean,VIP Child Development Center LLC,732-255-2500,0 to 13,60,Toms River,1851 Hooper Avenue,,8723,"1851 Hooper Avenue,Toms River, NJ 8723",NA,NA
Somerset,Bright Horizons at Somerset,732-469-4968,0 to 13,150,Somerset,121 Pierce Street,,8873,"121 Pierce Street,Somerset, NJ 8873",NA,NA
Morris,Bright Horizons at Rockaway,973-586-7775,0 to 13,208,Rockaway,295 Route 46 West,,7866,"295 Route 46 West,Rockaway, NJ 7866",NA,NA
Hunterdon,Bright Horizons at Lebanon,908-236-0226,0 to 13,150,Lebanon,1388 Rt. 22 W,,8833,"1388 Rt. 22 W,Lebanon, NJ 8833",NA,NA
Mercer,Bright Horizons at Carnegie Center,609-419-0105,0 to 6,119,Princeton,201 Carnegie Center Rd,,8540,"201 Carnegie Center Rd,Princeton, NJ 8540",NA,NA
Mercer,Bright Horizons at Lawrenceville,609-895-1558,0 to 13,180,Lawrenceville,222 Federal City Road,,8648,"222 Federal City Road,Lawrenceville, NJ 8648",NA,NA
Morris,ABC Growing Tree,973-989-4141,0 to 13,60,Mine Hill,271 Route 46,,7803,"271 Route 46,Mine Hill, NJ 7803",NA,NA
Camden,The Learning Experience at Cherry Hill,856-662-6002,0 to 6,180,Cherry Hill,421 Third Avenue,,8002,"421 Third Avenue,Cherry Hill, NJ 8002",NA,NA
Bergen,"Schoolhouse Early Learning Center, LLC",201-933-5100,0 to 13,61,Rutherford,168 Chestnut Street,,7070,"168 Chestnut Street,Rutherford, NJ 7070",NA,NA
Middlesex,A Bright Beginning Childcare Center,732-448-0400,0 to 13,69,North Brunswick,1440 How Lane,,8902,"1440 How Lane,North Brunswick, NJ 8902",NA,NA
Hunterdon,"Half Pint Day Care, Inc.",908-752-5095,0 to 6,49,Lambertville,"1432 Route 179, Suite A",,8530,"1432 Route 179, Suite A,Lambertville, NJ 8530",NA,NA
Monmouth,Howell Twp Police Athletic League Southard School Center,732-919-2825,0 to 13,180,Howell,115 Kent Road,Southard School,7731,"115 Kent Road,Howell, NJ 7731",NA,NA
Somerset,Tiny Turtle Academy,908-326-6919,0 to 13,180,Basking Ridge,574 Allen Road,,7920,"574 Allen Road,Basking Ridge, NJ 7920",NA,NA
